_key,active,age,birth_city,birth_country,birth_date,birth_state,college,competitions,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,full_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,kalshi_id,last_name,metadata,metadata.channel_id,metadata.genius_id,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_off_2026_0,metadata.injury_override_off_2026_1,metadata.injury_override_post_2024_3,metadata.injury_override_pre_2025_0,metadata.injury_override_pre_2026_1,metadata.injury_override_pre_2026_2,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2020_10,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2021_3,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_13,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2024_6,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2025_1,metadata.injury_override_regular_2025_10,metadata.injury_override_regular_2025_11,metadata.injury_override_regular_2025_12,metadata.injury_override_regular_2025_15,metadata.injury_override_regular_2025_16,metadata.injury_override_regular_2025_2,metadata.injury_override_regular_2025_3,metadata.injury_override_regular_2025_4,metadata.injury_override_regular_2025_5,metadata.injury_override_regular_2025_6,metadata.injury_override_regular_2025_7,metadata.injury_override_regular_2025_8,metadata.injury_override_regular_2025_9,metadata.name,metadata.override_active,metadata.rookie_year,metadata.source_id,metadata.years_exp_shift,news_updated,number,oddsjam_id,opta_id,pandascore_id,player_id,player_shard,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,search_rank,sport,sportradar_id,stats_id,status,swish_id,team,team_abbr,team_changed_at,weight,yahoo_id,years_exp
6868,true,28,,,1997-10-31,,South Carolina,[],1,RDE,4038849,21909,"[""DL"",""LB""]",DJ,DJ Wonnum,,#djwonnum-NFL-DET-98,77,Stephenson (GA),,,,,569a1645-1cb7-40f8-85e6-dfed7ce68b52,Wonnum,,1113708883592900608,1013424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1773802238624,98,AC0DFB7B7FCF,,,6868,9,DE,,,14612,,dj,djwonnum,wonnum,9999999,nfl,68356887-b59e-4210-9726-828ea7f83928,,Active,933504,DET,,,262,32787,6
6869,true,29,,,1997-02-05,,Dayton,[],2,TE,3911853,21786,"[""TE""]",Adam,Adam Trautman,,#adamtrautman-NFL-DEN-82,77,Elk Rapids (MI),,,,,7eabee54-5af7-424b-8464-7715cdb3e594,Trautman,,1113708824390299649,1233466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1780438849629,82,39B73E7D7AAB,,,6869,9,TE,,,14541,,adam,adamtrautman,trautman,667,nfl,4e14183b-f974-4745-9d7f-8f5eb2a92a7d,,Active,875444,DEN,,,253,32775,6
687,false,31,,,1986-04-07,,Mississippi,[],,,13007,11996,"[""LB""]",Ashlee,Ashlee Palmer,,#ashleepalmer-NFL-FA-58,"6'1""",,,,,,,Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,687,4,OLB,,,,,ashlee,ashleepalmer,palmer,9999999,nfl,2efdcf4a-d789-4891-980f-63556788b045,,Inactive,,,,,236,9536,6
6870,true,24,,,1998-11-13,,South Carolina,[],,,4038818,21736,"[""WR""]",Bryan,Bryan Edwards,,#bryanedwards-NFL-FA-11,75,Conway (SC),,,,,,Edwards,,1116853311002116096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692747935047,11,,,,6870,7,WR,,,14577,,bryan,bryanedwards,edwards,9999999,nfl,5abee27b-2710-46ed-b110-fece5c2654e8,,Active,910406,,,,215,32751,3
6871,true,26,,,1998-09-03,,Mississippi State,[],,,4035385,22048,"[""DB""]",Cameron,Cameron Dantzler,,#camerondantzler-NFL-FA-47,74,St. Thomas Aquinas (LA),,,,,71d54384-6a45-4af0-87fd-4f4e2b7ca7aa,Dantzler,,1116853311195054080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1692752735575,47,BF719B052A43,,,6871,7,CB,,,14363,,cameron,camerondantzler,dantzler,9999999,nfl,c10aceb5-abcc-4e42-a399-cce8e5832671,,Active,922051,,,,188,32759,5
6872,true,30,,,1996-03-22,,Lenoir-Rhyne,[],2,SS,4401811,21926,"[""DB""]",Kyle,Kyle Dugger,,#kyledugger-NFL-CIN-29,73,Whitewater (GA),,,,,5d84f593-32a6-4097-84d8-1868c68e21a9,Dugger,,1113708790101864448,1233295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1775160028349,29,756683D00B61,,,6872,3,DB,,,14542,,kyle,kyledugger,dugger,999,nfl,1d8d5c04-15e7-4346-9d1f-f128e4df3adb,,Active,1215059,CIN,,,216,32710,6
6873,true,26,,,1997-08-31,,Ohio State,[],,,4040623,21862,"[""WR""]",Austin,Austin Mack,,#austinmack-NFL-FA-81,74,Bishop Luers (IN),,,,,,Mack,,1113708857944731648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1723510551739,81,C22FCF263382,,,6873,2,WR,,,14546,,austin,austinmack,mack,9999999,nfl,126811e0-f856-49c2-b36d-15e71e06f4c0,,Active,911710,,,,215,33039,4
6874,true,28,,,1997-07-22,,Michigan State,[],,,3929833,21893,"[""DL""]",Kenny,Kenny Willekes,,#kennywillekes-NFL-FA-49,75,Northpointe Christian (MI),,,,,1983b8b6-de72-4b5f-b268-8bd644b84198,Willekes,,1116853311400574976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1678912530613,49,,,,6874,4,DE,,,14732,,kenny,kennywillekes,willekes,9999999,nfl,3a10616d-e6bd-4328-ac4d-db423b0abbdb,,Active,884267,,,,264,32895,5
6875,true,29,,,1997-08-19,,Clemson,[],,OL,4035479,22031,"[""OL""]",John,John Simpson,,#johnsimpson-NFL-BAL-74,76,Fort Dorchester (SC),,,,,ede248e9-f5a1-4b69-a3c3-735024dde07d,Simpson,,1113708743167602688,1006981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1781619622656,74,EF228C8050A7,,,6875,9,G,,,14626,,john,johnsimpson,simpson,9999999,nfl,55fe8587-9190-4ad9-8517-fcb330341ed3,,Active,913549,BAL,,,330,32779,6
6876,true,28,,,1998-06-09,,Oklahoma State,[],2,RCB,4038437,22046,"[""DB""]",A.J.,A.J. Green,,#ajgreen-NFL-MIA-24,74,DeSoto (TX),,,,,2f66f78d-7dec-42f8-aa0a-24135c204170,Green,,1113708707109171201,1013640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1773263151431,24,5E6211F164E3,,,6876,7,CB,,,14716,,aj,ajgreen,green,663,nfl,07dbf3ec-0d6b-42f1-a2e8-7dd437339417,,Active,923107,MIA,,,193,33306,6
6877,true,26,,,1998-07-25,,San Diego State,[],,,4036831,21945,"[""OL""]",Keith,Keith Ismael,,#keithismael-NFL-FA-60,75,Sacred Heart Cathedral (CA),,,,,,Ismael,,1113708845084995584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1710353456916,60,B47A08452813,,,6877,8,C,,,14662,,keith,keithismael,ismael,9999999,nfl,446f9da4-8ca7-4552-9674-e0391ae2a2d6,,Active,924492,,,,310,32826,4
6878,true,25,,,1999-03-04,,Maryland,[],,,4241941,21854,"[""RB""]",Anthony,Anthony McFarland,,#anthonymcfarland-NFL-FA-16,68,DeMatha Catholic (MD),,,,,,McFarland,,1116853311597707264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1724971205181,16,51A1C04762C2,,,6878,6,RB,,,14357,,anthony,anthonymcfarland,mcfarland,280,nfl,30487ab2-836d-4e4b-a46a-89e31b414374,,Active,976428,,,,193,32794,4
6879,true,24,,,1998-04-07,,Texas A&M,[],,,4035221,21761,"[""WR""]",Quartney,Quartney Davis,,#quartneydavis-NFL-FA-5,73,Langham Creek (TX),,,,,,Davis,,1116853311799033856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629337504326,5,,,,6879,4,WR,,,14461,,quartney,quartneydavis,davis,9999999,nfl,5c54defd-6f6d-4884-9fcb-80343d2d72d3,,Active,922127,,,,200,33027,2
688,false,34,,,1983-02-15,,Western Michigan,[],,,,11998,"[""TE""]",Tony,Tony Scheffler,,#tonyscheffler-NFL-FA-85,"6'5""",,,,,,,Scheffler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,688,7,TE,,,,,tony,tonyscheffler,scheffler,9999999,nfl,,,Inactive,,,,,255,,8
6880,true,29,,,1996-07-08,,Wyoming,[],,,3918330,22003,"[""LB""]",Logan,Logan Wilson,,#loganwilson-NFL-FA-55,74,Natrona County (WY),,,,,21390c87-c4a1-4990-8b3e-e849816650d6,Wilson,,1113708803422973952,1007095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1773880546302,55,830066AC2854,,,6880,4,LB,,,14647,,logan,loganwilson,wilson,223,nfl,05cb1d47-3517-4410-a61b-75adabbfb910,,Active,868227,,,,245,32735,6
6881,true,28,,,1997-11-17,,Temple,[],,OL,4044138,21951,"[""OL""]",Matt,Matt Hennessy,,#matthennessy-NFL-DAL-72,75,Don Bosco Prep (NJ),Neck,Surgery,,IR,7371a332-700b-429b-952a-b105f2427db6,Hennessy,,1113708718278602752,1009778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1781819422838,72,A07370B2EE56,,,6881,9,OL,,,14408,,matt,matthennessy,hennessy,9999999,nfl,c498bd15-f54b-4371-ab38-549b1c6d9201,,Inactive,943659,DAL,,,315,32748,6
6882,true,28,,,1998-06-23,,UCLA,[],2,NB,4242973,22050,"[""DB""]",Darnay,Darnay Holmes,,#darnayholmes-NFL-ATL-30,69,Calabasas (CA),,,,,cc2ded4d-02ab-49d8-bb5d-cfe28fc067a9,Holmes,,1113708677338001408,1012859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1773810638145,30,EE32EAD469B0,,,6882,4,CB,,,14535,,darnay,darnayholmes,holmes,9999999,nfl,8e19d167-cee8-4048-8f28-d476b11ec330,,Active,977729,ATL,,,198,32780,6
6883,true,27,,,1998-08-19,,TCU,[],,,,22018,"[""OL"",""OT""]",Lucas,Lucas Niang,,#lucasniang-NFL-FA-53,78,New Canaan (CT),Knee - ACL,,,Questionable,20e69c93-c514-4c77-9bb5-24562dcdeaeb,Niang,,1113708751111614465,1017075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1754961913858,53,B4995985572A,,,6883,8,OL,,,14534,,lucas,lucasniang,niang,9999999,nfl,a829e280-38b4-41fc-a46e-a5c8034dafd2,,Active,913394,,,,315,32766,6
6884,true,27,,,1997-03-18,,Kentucky,[],,,3915252,22026,"[""OL""]",Logan,Logan Stenberg,,#loganstenberg-NFL-FA-74,78,James Clemens (AL),,,,,,Stenberg,,1116853312021331968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1691787953105,74,63DA17336127,,,6884,2,G,,,14678,,logan,loganstenberg,stenberg,9999999,nfl,cf95d473-31b5-4bf4-b52c-386567c51caa,,Active,881649,,,,315,32791,4
6885,true,28,,,1997-05-04,,Vanderbilt,[],,,3917612,21788,"[""RB""]",Ke'Shawn,Ke'Shawn Vaughn,,#keshawnvaughn-NFL-FA-30,70,Pearl-Cohn (TN),,,,,9fb4c1d5-bdf2-4769-be62-ebccb12a4024,Vaughn,,1116853312222658560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1756223408615,30,0D80251F807B,,,6885,7,RB,,,14557,,keshawn,keshawnvaughn,vaughn,539,nfl,4b0a90db-f007-4ac1-8542-b531342b9da5,,Active,877807,,,,214,32746,5
6886,true,26,,,1998-07-07,,Notre Dame,[],,,4046692,21752,"[""WR""]",Chase,Chase Claypool,,#chaseclaypool-NFL-FA-14,76,Abbotsford (CAN),,,,,,Claypool,,1113708755981201409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1787096751410,14,27BE733283DE,,,6886,6,WR,,,14433,,chase,chaseclaypool,claypool,279,nfl,53ed110c-f022-4759-afd3-1cd3436dbba7,,Inactive,946094,,,,238,32719,4
6887,true,29,,,1997-04-24,,North Carolina State,[],2,LDE,4240123,21880,"[""DL""]",Larrell,Larrell Murchison,,#larrellmurchison-NFL-LAR-52,74,E. Bladen (NC),,,,,5a91cc91-9648-4335-8aea-f49842569458,Murchison,,1113708706945593344,1021181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1774305335009,52,AFAB128EA503,,,6887,9,DT,,,14718,,larrell,larrellmurchison,murchison,9999999,nfl,ff0950aa-357f-47b4-b4dd-d4374413ffc1,,Active,1057582,LAR,,,295,32844,6
6888,true,28,,,1998-08-16,,Minnesota,[],1,FS,4034790,21940,"[""DB""]",Antoine,Antoine Winfield,,#antoinewinfield-NFL-TB-31,69,The Woodlands (TX),,,,,3de97361-e7e1-4ef9-a68e-41a6f1676cb9,Winfield,,1113708727938084864,1010093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1768233335543,31,6464A19BCFF1,,,6888,7,DB,,,14484,,antoine,antoinewinfield,winfield,345,nfl,27732f2b-2009-4954-a0a0-d29f5ce1abdf,,Active,915201,TB,,,203,32715,6
6889,true,30,,,1996-08-09,,West Virginia,[],,OL,3916075,22023,"[""OL""]",Colton,Colton McKivitz,,#coltonmckivitz-NFL-SF-68,78,Union Local (OH),,,,,3446ba07-3c99-45db-8132-74a0734e4b96,McKivitz,,1113708874096996352,1015689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1784136043266,68,1C4269ABF361,,,6889,3,OL,,,14671,,colton,coltonmckivitz,mckivitz,9999999,nfl,1a7caa50-2fa5-4651-85d6-05cda9d9b3b3,,Active,877688,SF,,,301,32823,6
689,false,33,,,1987-07-09,,Texas,[],,,12698,12056,"[""DL""]",Roy,Roy Miller,,#roymiller-NFL-FA-98,"6'2""",Shoemaker (TX),,,,,,Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530569701243,98,,,,689,0,DT,,,6156,5328,roy,roymiller,miller,9999999,nfl,2678c1f7-f4ee-4f6b-83c4-4fe5a1e0a0f4,300512,Inactive,,,,,318,9345,11
6890,true,24,,,1998-06-17,,Minnesota,[],,,4034781,22007,"[""LB""]",Kamal,Kamal Martin,,#kamalmartin-NFL-FA-0,75,Burnsville (MN),,,,,,Martin,,1116853312428179456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661103620079,0,,,,6890,4,LB,,,14385,,kamal,kamalmartin,martin,9999999,nfl,e1917291-e27c-4221-b62e-36b5d9df254c,,Active,911242,,,,240,32845,2
6891,true,27,,,1997-03-07,,Purdue,[],,,3917992,21911,"[""LB""]",Markus,Markus Bailey,,#markusbailey-NFL-FA-41,73,Hilliard Davidson (OH),,,,,,Bailey,,1113708849249939456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1735603220310,41,22FF759C8696,,,6891,1,LB,,,14736,,markus,markusbailey,bailey,9999999,nfl,cbe52cf7-a9fe-495c-bd77-3a22a7f7208f,,Active,880284,,,,235,32885,5
6892,true,24,,,1997-08-26,,Iowa,[],,,4036149,21812,"[""QB""]",Nate,Nate Stanley,,#natestanley-NFL-FA-12,76,Menomonie (WI),,,,,,Stanley,,1116853312633700352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658253348736,12,,,,6892,7,QB,,,14566,,nate,natestanley,stanley,9999999,nfl,fa781bd3-04ed-4536-8d48-af9742c8aa13,,Active,923932,,,,233,32914,2
6893,true,25,,,1997-01-15,,Penn State,[],,,3929658,21871,"[""DL""]",Robert,Robert Windsor,,#robertwindsor-NFL-IND-93,77,Fond du Lac (WI),,,,,,Windsor,,1116853312835026944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649302255957,93,,,,6893,6,DT,,,14613,,robert,robertwindsor,windsor,9999999,nfl,e26bb68a-8987-40b6-a2d1-af013a13306a,,Active,884629,IND,,,290,32863,2
6894,true,28,,,1996-11-07,,South Florida,[],,,3923392,21800,"[""TE""]",Mitchell,Mitchell Wilcox,,#mitchellwilcox-NFL-FA-86,76,Tarpon Springs (FL),,,,,7d1666a7-42b3-40df-938e-81392e32830c,Wilcox,,1113708794619129857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1736029530789,86,811131D25CD5,,,6894,8,TE,,,14634,,mitchell,mitchellwilcox,wilcox,520,nfl,b2d98b60-b4b3-4610-81d2-2154c723fdbb,,Active,885394,,,,250,33171,5
6895,true,27,,,1998-04-01,,Wisconsin,[],,,4035793,21729,"[""WR""]",Quintez,Quintez Cephus,,#quintezcephus-NFL-FA-16,73,Stratford Academy (GA),,,,,fdf9d082-6315-4600-a0f3-bd5218086953,Cephus,,1116853313044742144,1017523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1758730509063,16,5D310A434D3F,,,6895,8,WR,,,14466,,quintez,quintezcephus,cephus,611,nfl,3bd012f5-1fdf-4ed7-b660-5013122df93f,,Active,924362,,,,208,32836,6
6896,true,28,,,1998-07-06,,Louisiana Tech,[],1,NB,4239694,22089,"[""DB""]",Amik,Amik Robertson,,#amikrobertson-NFL-WAS-2,69,Thibodaux (LA),,,,,2ee8eefb-9df6-484a-8acc-dd8e24ce331c,Robertson,,1113708810163220480,1020983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1773081032741,2,846EC93C2723,,,6896,6,CB,,,14709,,amik,amikrobertson,robertson,9999999,nfl,23525664-b547-413b-9221-b09091b90edf,,Active,1049555,WAS,,,183,32809,6
6897,true,25,,,1997-08-14,,Florida,[],,,3915123,21910,"[""DL""]",Jabari,Jabari Zuniga,,#jabarizuniga-NFL-FA-91,75,Sprayberry (GA),,,,,,Zuniga,,1116853313254457344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690753844424,91,,,,6897,2,DE,,,14734,,jabari,jabarizuniga,zuniga,9999999,nfl,2160ed45-4a2a-4d3b-9da4-d18446dfa292,,Active,879056,,,,264,32749,3
6898,true,25,,,1996-08-28,,Washington State,[],,,4055171,21816,"[""QB""]",Anthony,Anthony Gordon,,#anthonygordon-NFL-FA-10,75,Terra Nova (CA),,,,,,Gordon,,1116853313464172544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652217931742,10,,,,6898,9,QB,,,14431,,anthony,anthonygordon,gordon,9999999,nfl,71a2444a-a6b1-4e62-8974-2d858e2c5b73,,Active,924166,,,,201,33266,2
6899,true,29,,,1997-06-04,,Texas Tech,[],,OL,3915834,22041,"[""OL""]",Terence,Terence Steele,,#terencesteele-NFL-DAL-78,78,Steele (TX),,,,,4523a759-a394-4006-9d42-38550b1c57c7,Steele,,1113708855361040384,1014364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1781623223506,78,D5E0BE655CDB,,,6899,2,T,,,14693,,terence,terencesteele,steele,9999999,nfl,9b1a3246-4f3b-47f7-9bf8-a33d6e454723,,Active,882954,DAL,,,320,33093,6
69,false,38,,,1979-06-01,,Miami,[],,,2564,1944,"[""WR""]",Santana,Santana Moss,,#santanamoss-NFL-FA-89,"5'10""",,,,,,,Moss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,69,0,WR,,,,,santana,santanamoss,moss,9999999,nfl,8cef3644-bd81-4645-b5d0-0a15ea8d6548,,Inactive,,,,,200,,14
690,true,33,,,1988-03-03,,Florida State,[],,,13482,12063,"[""LB""]",Dekoda,Dekoda Watson,00-0027812,#dekodawatson-NFL-FA-51,74,Aiken South (SC),,,,,,Watson,,1116853313661304832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598805924795,51,,,,690,8,LB,,,6606,,dekoda,dekodawatson,watson,9999999,nfl,680fd5cf-3bdc-4317-bc99-cbd97fbebeb3,,Active,,,,,245,24193,12
6900,true,29,,,1997-05-25,,Florida,[],1,LOLB,3916409,21879,"[""DL"",""LB""]",Jonathan,Jonathan Greenard,,#jonathangreenard-NFL-PHI-52,75,Hiram (GA),Pectoral,Surgery,,PUP,def5c8ca-b90b-4cd2-b3fa-12cd9a3f4fd8,Greenard,,1113708711773237248,1012154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1787178316560,52,D54C68B09B90,,,6900,9,DE,,,14550,,jonathan,jonathangreenard,greenard,393,nfl,bc69c92c-58ff-44b2-a18b-07a08ee78dc6,,Active,877743,PHI,,,263,32760,6
6901,true,28,,,1998-01-21,,Michigan,[],1,SS,4046537,21929,"[""DB"",""LB""]",Joshua,Joshua Metellus,,#joshuametellus-NFL-MIN-44,71,Flanagan (FL),,,,,39cad1e0-a26c-4a3a-b384-96a63534d84e,Metellus,,1113708712851173376,1007908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1786920617537,44,004B586FC6C0,,,6901,1,DB,,,14479,,joshua,joshuametellus,metellus,403,nfl,e135eaa4-1688-487a-a924-4d83b16977df,,Active,946035,MIN,,,208,32875,6
6902,true,26,,,1998-07-07,,Notre Dame,[],,,4046680,21930,"[""DB""]",Jalen,Jalen Elliott,,#jalenelliott-NFL-FA-34,73,Lloyd C. Bird (VA),,,,,,Elliott,,1113708822590943232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1723129233170,34,51895544F7CE,,,6902,7,DB,,,14699,,jalen,jalenelliott,elliott,9999999,nfl,f90ce4a1-b876-4114-958a-e90768761749,,Active,946096,,,,205,33189,4
6903,true,28,,,1997-11-22,,LSU,[],,OL,4035448,21997,"[""OL""]",Lloyd,Lloyd Cushenberry,,#lloydcushenberry-NFL-BUF-53,76,Dutchtown (LA),,,,,4774e41a-c5ad-4421-b8e7-3548289f1e47,Cushenberry,,1113708833139617792,1016948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1781619622627,53,72E2242B149C,,,6903,2,C,,,14515,,lloyd,lloydcushenberry,cushenberry,9999999,nfl,8753f2f2-16df-41c8-b25d-c93ada64d78c,,Active,910819,BUF,,,315,32753,6
6904,true,28,,,1998-08-07,,Oklahoma,[],1,QB,4040715,21831,"[""QB""]",Jalen,Jalen Hurts,,#jalenhurts-NFL-PHI-1,73,Channelview (TX),,,,,0d00ae70-28f6-40be-be7a-54526f0b0d92,Hurts,,1113708715887849472,1014921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1787344827792,1,E3F53FF48C95,,,6904,2,QB,,,14416,,jalen,jalenhurts,hurts,29,nfl,64bd0f02-6a5d-407e-98f1-fd02048ea21d,,Active,913271,PHI,,,223,32723,6
6905,true,29,,,1997-06-11,,UConn,[],,OL,3921936,22035,"[""OL"",""OT""]",Matt,Matt Peart,,#mattpeart-NFL-DEN-79,79,Governor's Academy (MA),,,,,35e22f44-2f71-4d8d-93a9-df58b0e41dbb,Peart,,1113708827443752960,1018006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1785990044569,79,099B12CB80C7,,,6905,6,T,,,14676,,matt,mattpeart,peart,9999999,nfl,ba5805bd-c67e-47d8-8d47-c8440a268cd4,,Active,885195,DEN,,,318,32769,6
6906,true,24,,,1998-04-11,,Liberty,[],,,4029893,21742,"[""TE""]",Antonio,Antonio Gandy-Golden,,#antoniogandygolden-NFL-FA-18,76,Paulding County (GA),,,,,,Gandy-Golden,,1116853313862631424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659030602845,18,,,,6906,7,TE,,,14568,,antonio,antoniogandygolden,gandygolden,9999999,nfl,7bb0744a-c93f-401b-9091-2a34072a40c2,,Active,922994,,,,223,32812,2
6907,true,26,,,1998-11-13,,Washington,[],,,4039016,21948,"[""OL""]",Nick,Nick Harris,,#nickharris-NFL-FA-61,73,JSerra Catholic (CA),,,,,d9c2bb8a-f82d-431f-9ef4-c12b14055022,Harris,,1113708724100296704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1754263509047,61,BFB9C730FD31,,,6907,2,C,,,14552,,nick,nickharris,harris,9999999,nfl,a21c5573-d9eb-4c4d-838a-12b63c513a1b,,Active,924140,,,,302,32830,5
6908,true,26,,,1998-01-30,,Florida,[],,,4034952,21797,"[""RB""]",La'Mical,La'Mical Perine,,#lamicalperine-NFL-FA-29,71,Theodore (AL),,,,,,Perine,,1113708822540611584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1730236511786,29,FFD4E7B84304,,,6908,6,RB,,,14427,,lamical,lamicalperine,perine,321,nfl,f86e291f-d678-463c-93cb-beedab9a309a,,Active,922017,,,,216,32790,4
6909,true,26,,,1997-10-14,,Kentucky,[],,,4259979,21743,"[""WR""]",Lynn,Lynn Bowden,,#lynnbowden-NFL-FA-5,73,Warren G. Harding (OH),,,,,,Bowden,,1116853314055569408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,1710364558204,5,D70524C44D1F,,,6909,2,WR,,,14460,,lynn,lynnbowden,bowden,9999999,nfl,bd783f2e-b931-4d3e-ab71-60fa1431f598,,Active,1071826,,,,204,32750,4
691,false,38,,,1983-06-15,,Oregon State,[],,,8627,12083,"[""QB""]",Derek,Derek Anderson, 00-0023645,#derekanderson-NFL-FA-0,78,Scappoose (OR),,,,,,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557450610790,0,,,,691,1,QB,,,4313,3233,derek,derekanderson,anderson,9999999,nfl,72fbe462-91c5-4c84-9640-e8ad7cad6447,159904,Injured Reserve,,,,,235,7389,17
