_key,full_name,team,position,status,injury_status,age,years_exp,number,college,espn_id,gsis_id,sportradar_id
11237,Jacob Saylors,DET,RB,Active,Questionable,25,3,25,East Tennessee State,,,99a7f770-ea18-11ed-a93b-a93886fe0bfd
1124,Malik Jackson,CLE,DT,Active,,32,10,97,Tennessee,15047,00-0029568,252da24d-9eb7-4871-ae76-199918f412d8
11240,C.J. Okoye,BAL,DL,Active,,24,3,97,,,,87508260-ea7f-11ed-886a-4be2fbe7ee42
11242,Chukwuebuka Godrick,KC,OL,Active,Questionable,25,3,72,,,,a025e3d0-ea7e-11ed-b322-bbe6361075be
11248,Chris Stoll,SEA,LS,Active,,28,3,41,Penn State,,,0df49e40-eac7-11ed-b2f6-07469fcf7f52
11251,Shaka Heyward,CIN,LB,Active,,26,3,50,Duke,,,770482a0-eac3-11ed-b0fb-af4f3941e6b7
11256,Tyson Bagent,CHI,QB,Active,Questionable,26,3,17,Shepherd (WV),,,9bdeb910-ead2-11ed-999e-03b49558b5db
11257,Shedrick Jackson,LV,WR,Active,,26,3,4,Auburn,,,4ee53be0-eacb-11ed-bff4-2305d99deffc
11260,Robert Burns,CHI,FB,Active,,,1,45,Connecticut,,,0f9961b0-ead4-11ed-999e-03b49558b5db
11261,Andre Szmyt,CLE,K,Active,,27,4,25,Syracuse,,,25f0b180-ead8-11ed-86b8-630d0ad2d5af
11263,Lorenz Metz,NE,OL,Active,,29,2,72,Cincinnati,,,39eee860-ead7-11ed-86b8-630d0ad2d5af
1127,Danny Trevathan,CHI,LB,Active,,31,10,6,Kentucky,15074,00-0029577,0a605e2f-4c81-453d-941b-4e9f143210f8
11271,Jeremiah Martin,CHI,DL,Active,,27,3,69,Washington,,,2d940780-eaf0-11ed-9987-f5ca5f2343d6
11273,Ben VanSumeren,BUF,LB,Active,,26,3,45,Michigan State,,,1377e940-eb75-11ed-aecd-85bc826ed43e
11280,Brady Russell,SEA,TE,Active,,27,3,38,Colorado,,,c3c08060-eb74-11ed-aecd-85bc826ed43e
11281,Liam Anderson,CIN,LB,Active,,26,3,45,Holy Cross,,,7921bb10-eb78-11ed-bdbc-7f2763e63be6
11290,Alex Cook,LAR,DB,Active,,27,3,39,Washington,,,20067190-eb8e-11ed-baaf-c79583f716f6
11292,Tommy DeVito,NE,QB,Active,,28,3,16,Illinois,,,a1ae8db0-eb91-11ed-a4cb-cd397e2b413c
11299,Zavier Scott,MIN,RB,Active,,27,3,36,Maine,,,3b133980-eb9a-11ed-8b52-a11a185238e2
11304,E.J. Jenkins,PHI,TE,Active,,27,3,84,Georgia Tech,,,626a1dd0-ebab-11ed-bb4c-e536974648f2
11305,Claudin Cherelus,CAR,LB,Active,,27,3,53,Alcorn State,,,74650010-eba9-11ed-aa2f-9b9591ffdf9b
11306,Xavier Gipson,NYG,WR,Active,,25,3,88,Stephen F. Austin,,,840a7940-ebaa-11ed-a11b-41cbcb1c4445
11309,Trey Dean,GB,DB,Active,,26,3,35,Florida,,,db902210-eba9-11ed-91b3-7dd28cd7975d
11311,Jason Brownlee,KC,WR,Active,,27,3,89,Southern Miss,,,f286b160-eba8-11ed-87ba-cb97497fad29
11315,Cam Jones,KC,LB,Active,,26,3,45,Indiana,,,14b8cda0-ec39-11ed-aeaf-cb0dc6206dc5
11319,Truman Jones,TEN,DE,Active,,26,3,56,Harvard,,,484759c0-ec39-11ed-aeaf-cb0dc6206dc5
11320,Nikko Remigio,KC,WR,Active,,26,3,81,Fresno State,,,52b850b0-ec3b-11ed-aeaf-cb0dc6206dc5
11322,Jerome Carvin,JAX,OL,Active,,25,3,79,Tennessee,,,80af61c0-ec36-11ed-9668-9bcb566804ff
11325,Reese Taylor,DEN,CB,Active,,26,3,35,Purdue,,,ddcbf3f0-ec3b-11ed-aeaf-cb0dc6206dc5
11328,Jalen Redmond,MIN,DE,Active,,27,4,61,Oklahoma,,,15a85030-ec59-11ed-ae91-5be3a63bf6e6
11330,Rejzohn Wright,NO,CB,Active,,25,3,25,Oregon State,,,472de160-ec63-11ed-937c-7f05929e4b02
11336,Eku Leota,ARI,LB,Active,,27,3,54,Auburn,,,d771b360-ec5d-11ed-b990-f9ecab1eae94
11338,Cory Durden,NE,DT,Active,,27,3,94,North Carolina State,,,3609bdd0-ec6a-11ed-816e-1112fde7d7a0
11342,Ricky Lee,JAX,OL,Active,,26,3,66,North Carolina A&T,,,9ebb0770-ec66-11ed-bb27-31248312f668
11343,Starling Thomas,ARI,CB,Active,,26,3,24,UAB,,,4d5e5960-ec6e-11ed-9096-c9ee1a56ed36
11345,Chris Smith,DET,DL,Active,,26,3,90,Notre Dame,,,8ba82150-ec6f-11ed-9d9c-457422097a88
11348,Trevor Nowaske,DET,LB,Active,,27,3,53,Saginaw Valley State,,,bb52aa90-ec71-11ed-a9ce-551f11053e13
11350,Mohamoud Diabate,TEN,LB,Active,,25,3,44,Utah,,,664d2020-ec76-11ed-b1d3-55b3fe623f86
11352,Ronnie Hickman,CLE,DB,Active,,24,3,33,Ohio State,,,3e601120-ec77-11ed-b8b6-ffd66a389c6b
11353,Tanner McCalister,KC,DB,Active,,26,3,34,Ohio State,,,b5fdb5c0-ec77-11ed-8372-71b34770f6bc
11370,Chris Brooks,GB,RB,Active,,26,3,30,BYU,,,35a0d440-f017-11ed-bedb-53f19b227cc3
11371,Julian Hill,NE,TE,Inactive,IR,26,3,80,Campbell,,,516da3c0-f016-11ed-a518-572ef5cb73b6
11377,Tyrell Shavers,BUF,WR,Active,PUP,27,3,14,San Diego State,,,07eb12f0-f011-11ed-ac82-d7e41925e5ba
11381,Travis Vokolek,ARI,TE,Active,,27,3,81,Nebraska,,,1d1eb430-f01e-11ed-97df-a94b89ac5704
11384,Owen Wright,HOU,RB,Active,,27,3,49,Monmouth,,,53cbf000-f01f-11ed-97df-a94b89ac5704
11391,Ethan Bonner,MIA,CB,Active,,26,3,27,Stanford,,,710867f0-f0d5-11ed-ba38-4fd3e2dc256a
11395,Keidron Smith,ATL,DB,Active,,26,3,39,Kentucky,,,01831580-f0dd-11ed-b8be-811e1be6b8e1
11396,Brandon Pili,SEA,DT,Active,Questionable,27,3,95,USC,,,11232260-f0dc-11ed-8ba5-bf9b1d9bee25
11399,Garrett Nelson,NO,LB,Active,,26,3,42,Nebraska,,,817a0df0-f0da-11ed-972d-fdf54f71b173
11406,Corey Mayfield,TEN,CB,Active,,26,3,39,UTSA,,,c8f2e180-f0de-11ed-88fa-65ba6d50af2c
11412,Jacob Sykes,PHI,DE,Active,,26,2,93,UCLA,,,98c84540-f0fc-11ed-bc0a-3b3e002b29df
11420,Luke Haggard,TB,OT,Active,,26,3,72,Indiana,,,d02da710-f1b9-11ed-9bf1-7fd77a26dc1f
11421,Ryan Miller,NYG,WR,Active,,26,3,5,Furman,,,edb7de00-f1b8-11ed-9bf1-7fd77a26dc1f
11426,Evan Deckers,TB,LS,Active,,27,3,86,Duke,,,2236d1b0-f1c6-11ed-903f-d10940de56e7
11427,Christian Izien,DET,DB,Active,,26,3,27,Rutgers,,,6ccf5140-f1c9-11ed-a984-a58c04943ad8
11429,Kaevon Merriweather,HOU,DB,Active,,26,3,21,Iowa,,,c6258640-f1c6-11ed-903f-d10940de56e7
11433,Nate Adkins,DEN,TE,Active,,27,3,45,South Carolina,,,bcd0ae60-f31c-11ed-819c-fd03d0cc2698
11435,Emanuel Wilson,SEA,RB,Active,Questionable,27,3,27,Fort Valley State,,,05266280-f323-11ed-bd27-0bcbcaae8d67
11439,Jaleel McLaughlin,DEN,RB,Active,,25,3,38,Youngstown State,,,60b4ded0-f321-11ed-ab27-e38fa04fd6c0
11440,Art Green,NYG,CB,Active,,26,3,23,Houston,,,6dcf20a0-f31f-11ed-93d5-0b07c9520235
11441,Thomas Incoom,CAR,LB,Active,,27,3,48,Central Michigan,,,74aef700-f320-11ed-966f-93e2182ac175
11443,Alex Palczewski,DEN,T,Active,,27,3,63,Illinois,,,9e48c440-f322-11ed-9708-f584d834f6a3
11444,Demontrey Jacobs,ARI,T,Active,,27,3,67,South Florida,,,afbd3870-f320-11ed-9f27-81ce873f309f
11446,Henry Byrd,MIN,G,Active,,27,3,68,Princeton,,,db00d760-f31d-11ed-b498-7327606405e9
11448,Ekow Boye-Doe,DET,CB,Active,,26,3,35,Kansas State,,,5f091f10-f32b-11ed-9d12-bd505e814068
11454,Otis Reese,BUF,LB,Active,,28,3,50,Ole Miss,,,2bc33c10-f328-11ed-a97e-839e2e845bee
11455,Anthony Kendall,BUF,CB,Active,,26,3,30,Baldwin Wallace,,,a02978e0-f327-11ed-8969-c3ee6357abaf
11468,Kilian Zierer,JAX,T,Active,,28,3,78,Auburn,,,b2f6a5a0-f32d-11ed-af69-7df16e87cbc5
11469,Barry Wesley,NO,OL,Active,,27,4,69,Colorado State,,,e5dfd490-f32e-11ed-9d28-5176fafd5331
11470,Drake Thomas,SEA,LB,Active,,26,3,32,North Carolina State,,,55023e20-f335-11ed-a768-e94cb2c005ac
11471,Dalton Wagner,LV,T,Active,,27,3,78,Arkansas,,,9b2e9be0-f336-11ed-9945-91909a26d014
11474,Dylan Drummond,ATL,WR,Active,,26,3,81,Eastern Michigan,,,e34c6990-f35c-11ed-ac5f-715e78829103
11481,Natrone Brooks,ATL,CB,Active,,26,3,35,Southern Miss,,,5068d7b0-f368-11ed-b622-936c98a846ff
11489,Kahlef Hailassie,MIN,CB,Active,,25,3,25,Western Kentucky,,,d470e520-f421-11ed-990e-333ce5b07033
11506,Jalen Moreno-Cropper,NO,WR,Active,,25,3,85,Fresno State,,,d67c1e40-f66d-11ed-823b-d335e7ef7897
11508,Princeton Fant,DAL,TE,Inactive,IR,27,3,85,Tennessee,,,4b51e190-f674-11ed-88a9-a32a17c14014
11510,Hunter Luepke,DAL,FB,Active,,26,3,40,North Dakota State,,,58f425d0-f677-11ed-978f-0975e9cb7dba
11512,Tyrus Wheat,DAL,DE,Active,,26,3,90,Mississippi State,,,700b71a0-f678-11ed-a5ca-c79bcc7fcf23
11514,Isaiah Land,DAL,LB,Active,,26,3,58,Florida A&M,,,8e662280-f678-11ed-a5ca-c79bcc7fcf23
11516,T.J. Bass,DAL,OL,Active,,27,3,66,Oregon,,,dfc90360-f676-11ed-978f-0975e9cb7dba
11520,Lucky Jackson,DET,WR,Active,,29,3,11,Western Kentucky,,,ac54c7b0-f984-11ed-84ee-53af5769e939
11533,Brandon Aubrey,DAL,K,Active,,31,3,17,Notre Dame,,,110e6fe0-1c34-11ee-8294-af17faac15de
11535,Josh Butler,DAL,CB,Active,,29,3,31,Michigan State,,,804bd6a0-2c00-11ee-b1fc-571fc9ac66e0
11539,Jake Bates,DET,K,Active,,27,3,39,Arkansas,,,3a724be0-3075-11ee-bdab-4565792ee2a3
11552,Durell Nchami,IND,LB,Active,,26,3,74,Maryland,,,07175d70-948f-11ee-ba04-69d58b6911bd
11553,Chad Cota,HOU,S,Active,,52,1,37,Oregon,,,852afc02-08b7-425d-9799-92a1b3cc66e5
11557,Joe Milton,DAL,QB,Active,,26,2,10,Tennessee,,,74043480-24ef-4c26-99d4-18f43d5b41d3
11558,Sam Hartman,WAS,QB,Active,,27,2,15,Notre Dame,,,7e65f950-06ee-11ef-82bc-b549600b8321
11559,Michael Penix,ATL,QB,Active,Questionable,26,2,9,Washington,,,6499a161-b221-4591-b122-d99ece1be64b
11560,Caleb Williams,CHI,QB,Active,,24,2,18,USC,,,49d4b627-3f19-49a8-ae33-f539e0fb1f88
11562,Spencer Rattler,NO,QB,Active,,25,2,2,South Carolina,,,e0eecf78-86b2-4ee8-8ac9-d7713a138765
11563,Bo Nix,DEN,QB,Active,,26,2,10,Oregon,,,f056c8ed-6ee5-492c-af11-3f7e3d97195c
11564,Drake Maye,NE,QB,Active,,23,2,10,North Carolina,,,d0c0630e-8925-4b81-a32b-e4146d95f01f
11565,J.J. McCarthy,MIN,QB,Active,,23,2,9,Michigan,,,587cc3c3-aeda-4ac7-8803-a7e4db195534
11566,Jayden Daniels,WAS,QB,Active,,25,2,5,LSU,,,bab8c65a-9fff-410d-8e34-dc2f636d890e
11569,Jarquez Hunter,LAR,RB,Active,,23,1,27,Auburn,,,e71d4c32-3233-467f-ab01-71de34e5d9b4
11570,Rasheen Ali,BAL,RB,Active,Questionable,25,2,26,Marshall,,,9aeb79b0-e55b-4341-8c6b-233971b667a7
11571,Isaiah Davis,NYJ,RB,Active,Questionable,24,2,32,South Dakota State,,,849789be-b8f0-4d97-a777-2fcf336efa6a
11573,Frank Gore,BUF,RB,Active,,24,2,20,Southern Miss,,,cd4c8e90-06f7-11ef-a3ab-0317e25dec4e
11574,Dylan Laube,LV,RB,Active,,26,2,23,New Hampshire,,,de5b56bd-33f0-48bc-b1e3-9523bd6bba64
11575,Ray Davis,BUF,RB,Active,,26,2,7,Kentucky,,,a856dd59-ed95-471a-bfb9-fbd0566bd1a9
11576,Braelon Allen,NYJ,RB,Active,,22,2,0,Wisconsin,,,d7f72deb-c1e2-47a2-b651-887f0e33dc44
11577,Will Shipley,PHI,RB,Active,,23,2,28,Clemson,,,796e223d-e8d5-42ab-afb4-557fa6183357
11579,Audric Estime,NO,RB,Active,Questionable,22,2,30,Notre Dame,,,3b86dd7c-0b21-448d-a662-5675e87fd0da
11581,MarShawn Lloyd,GB,RB,Active,,25,2,32,USC,,,7b8967bc-a3a5-4aa4-bd1f-2846663ca831
11582,Carson Steele,PHI,RB,Active,,23,2,34,UCLA,,,56312980-07cc-11ef-ae1a-ef16ff05bbda
11583,Jonathon Brooks,CAR,RB,Active,,23,2,25,Texas,,,5c842941-844b-4f6a-bce4-26b377146674
11584,Bucky Irving,TB,RB,Active,,24,2,7,Oregon,,,c5249c6f-bd1b-4352-8228-de2bd499ca0d
11586,Blake Corum,LAR,RB,Active,,25,2,24,Michigan,,,93ba1da2-3679-4ddc-9687-0802349f9ee2
11588,Jawhar Jordan,HOU,RB,Active,Questionable,27,2,25,Louisville,,,d3ddb80f-6f08-4594-be42-4c2f0716f4ef
11589,Trey Benson,ARI,RB,Active,Questionable,24,2,33,Florida State,,,0c1253f2-1822-445d-8590-fea6fd32703f
11592,Erick All,CIN,TE,Active,,25,2,83,Iowa,,,5523779b-db60-4158-b232-8391bc7db65b
11593,Brevyn Spann-Ford,DAL,TE,Active,,26,2,89,Minnesota,,,efc8d800-072b-11ef-892f-5b772aae3c25
11595,Jared Wiley,KC,TE,Active,,25,2,12,TCU,,,a952a370-a43f-45ec-8371-0665f0b9551e
11596,Ben Sinnott,WAS,TE,Active,,24,2,82,Kansas State,,,b5c717af-9116-483c-9ab3-c9db0a988ab8
11597,Theo Johnson,NYG,TE,Active,,25,2,84,Penn State,,,a5d4bb1d-c130-47c2-808a-2dd1f85005fb
11598,Tanner McLachlan,SF,TE,Inactive,IR,27,2,47,Arizona,,,5d4fc75b-c99a-44f8-983c-c7b15e929a7a
11599,Cade Stover,HOU,TE,Active,,26,2,8,Ohio State,,,559d5222-0403-4a14-94c7-c7bd5072c939
11600,Ja'Tavion Sanders,CAR,TE,Active,,23,2,0,Texas,,,ffd2ff3f-4b56-4232-be8e-bf163c29f406
11603,AJ Barner,SEA,TE,Active,,24,2,88,Michigan,,,e96127b4-d381-43d4-b0ae-8790c706756f
11604,Brock Bowers,LV,TE,Active,,23,2,89,Georgia,,,ad9fc7e3-0a6d-4e41-84c2-cf43b71aee13
11605,Jaheim Bell,PIT,TE,Active,,25,2,82,Florida State,,,c9b2f6f5-b8bc-48ca-ac33-fa18883c2f6b
11608,Isaiah Williams,NYJ,WR,Active,,25,2,18,Illinois,,,2ddb2f40-07bc-11ef-82d9-5f86367458d3
11610,Malik Washington,MIA,WR,Active,,25,2,6,Virginia,,,d7f4fd2c-ba4f-49ca-bd92-443a506e9eb4
11616,Jacob Cowing,SF,WR,Active,,25,2,6,Arizona,,,9c145f4f-c9b1-4c2c-b011-8dc40167d0f1
11617,Malachi Corley,CLE,WR,Active,,24,2,83,Western Kentucky,,,bae59933-8b94-4837-990e-f0a4ced3cdbb
11618,Jalen McMillan,TB,WR,Active,Questionable,24,2,11,Washington,,,c2b25795-8c63-425a-8790-f6d626dbf0d3
11620,Rome Odunze,CHI,WR,Active,,24,2,15,Washington,,,f64694e0-0381-11ef-973d-5176a0ecbee4
11623,Jordan Whittington,LAR,WR,Active,,25,2,88,Texas,,,7cc58a3b-157a-4f43-a7de-5bc403f9ce6b
11624,Xavier Worthy,KC,WR,Active,Questionable,23,2,1,Texas,,,52e049b1-0a7a-4e7f-9866-d2848e9cc478
11625,Adonai Mitchell,NYJ,WR,Active,,23,2,15,Texas,,,190dbc97-2b7c-4023-b6b0-5729b854b60b
11626,Xavier Legette,CAR,WR,Active,Questionable,25,2,17,South Carolina,,,0bb0c37c-e76b-4529-92b0-b026be4f7d6c
11627,Troy Franklin,DEN,WR,Active,,23,2,11,Oregon,,,765dffd8-8112-4078-86a1-924ccebf1069
11628,Marvin Harrison,ARI,WR,Active,,24,2,18,Ohio State,,,e8da21a8-796d-48a2-b644-57d08983ae01
11629,Devontez Walker,BAL,WR,Active,,25,2,81,North Carolina,,,b5d1ed29-c72a-45ff-ae60-337e13728b2f
11630,Roman Wilson,PIT,WR,Active,,25,2,14,Michigan,,,43563ab6-46b9-44d3-aaf2-bc1eb4d1f8d1
11631,Brian Thomas,JAX,WR,Active,,23,2,7,LSU,,,271a233e-68b3-4261-a3aa-7667eaf9d3cc
11632,Malik Nabers,NYG,WR,Active,Questionable,23,2,1,LSU,,,55ef2022-50c2-465b-839e-c0f4c9e7c55c
11633,Jamari Thrash,CLE,WR,Inactive,IR,25,2,80,Louisville,,,1472d4aa-ffbf-4683-aa91-86bc4795b34e
11635,Ladd McConkey,LAC,WR,Active,,24,2,15,Georgia,,,473bc7e5-c393-4f21-9e49-3ffc16711238
11636,Johnny Wilson,PHI,WR,Active,Questionable,25,2,89,Florida State,,,e8d389b5-56c8-4276-9983-0dbcc1663507
11637,Keon Coleman,BUF,WR,Active,Questionable,23,2,0,Florida State,,,6752915f-efe5-473d-a520-78cadfab6dda
11638,Ricky Pearsall,SF,WR,Inactive,IR,25,2,1,Florida,,,aca4c1b8-915f-4295-92e4-05b51feee6b1
11643,Jaylen Wright,MIA,RB,Active,,23,2,5,Tennessee,,,ba9e1390-028b-47c9-8710-84cee3fa25de
11644,Cody Schrader,DEN,RB,Active,,26,2,5,Missouri,,,70c949c0-057f-11ef-ae83-716cc96c95b8
11646,Jalen Coker,CAR,WR,Active,,24,2,18,Holy Cross,,,67977ab0-070b-11ef-978d-05d80704d329
11647,Kimani Vidal,LAC,RB,Active,,24,2,28,Troy,,,ed923635-f021-4b76-9dbb-9f1901eeaab9
11648,Kedon Slovis,ARI,QB,Active,,25,2,12,BYU,,,4842ee80-07d1-11ef-977b-d7c6de486031
11649,Kendall Milton,CIN,RB,Active,,24,2,36,Georgia,,,d0dd8a70-072c-11ef-a49f-41e71daeb2e1
11650,Luke McCaffrey,WAS,WR,Active,,25,2,11,Rice,,,5cfd82f8-9e73-48d7-914e-9051ff52d67d
11651,Isaac Guerendo,SF,RB,Active,PUP,26,2,31,Louisville,,,eac64b21-6e9e-447a-bf18-8a00b5c12871
11653,Charlie Smyth,NO,K,Active,,25,2,39,International Pathway Program,,,f5c4a0e0-eecb-11ee-aa6f-2b08db5c8f4c
11654,Dante Miller,NYG,RB,Inactive,IR,27,2,25,South Carolina,,,6e0c07b0-f42a-11ee-88d0-f12fe77edfe4
11655,Tyrone Tracy,NYG,RB,Active,,26,2,29,Purdue,,,fc6c7973-79a9-4974-855e-bc13400fe641
11656,Nate Wiggins,BAL,CB,Active,,22,2,2,Clemson,,,f6731363-93ed-4717-910c-317648e93139
11657,Tyler Guyton,DAL,OL,Active,Questionable,25,2,60,Oklahoma,,,c5ef57f0-4ab8-491c-8c39-3af7d085dde8
11658,Darius Robinson,ARI,DL,Active,,24,2,56,Missouri,,,7ceb8b7a-9797-4186-8dbe-4446b415c0fb
11659,Graham Barton,TB,OL,Active,,24,2,62,Duke,,,8e0e175e-ab3d-42e1-8494-e6b56f051c79
1166,Kirk Cousins,LV,QB,Active,,38,14,8,Michigan State,14880,00-0029604,bbd0942c-6f77-4f83-a6d0-66ec6548019e
11660,Jordan Morgan,GB,OL,Active,,25,2,77,Arizona,,,43786378-9086-4abd-9757-e62617570dc8
11662,Quinyon Mitchell,PHI,CB,Active,,25,2,27,Toledo,,,93e6a6eb-a91e-4705-b5de-faa10f741913
11663,Chop Robinson,MIA,DE,Active,,23,2,44,Penn State,,,9838dba3-f510-494b-b3ad-8639f792d182
11664,Troy Fautanu,PIT,OL,Active,,25,2,76,Washington,,,6646a5d5-9d75-4ba8-a4f9-05ba3b639095
11665,Jared Verse,CLE,DL,Active,,25,2,8,Florida State,,,6c0c2ab2-8333-4eb0-adb5-d8e0095d50ec
11666,Amarius Mims,CIN,OL,Active,,23,2,71,Georgia,,,01dee31c-a9cb-4017-8c7b-bd69ee8d96b6
11667,Dallas Turner,MIN,LB,Active,,23,2,15,Alabama,,,1455441c-7e0e-484e-8e8a-5c7606b59709
11668,Byron Murphy,SEA,DL,Active,,23,2,91,Texas,,,d7cd56ba-a624-4149-83d0-a2c66df65804
11669,Laiatu Latu,IND,DL,Active,,25,2,97,UCLA,,,234d2423-bb97-4dfe-9a56-7c14b276720c
11670,Taliese Fuaga,NO,OL,Active,,24,2,75,Oregon State,,,ee26f53a-2ec5-48fe-9f00-697be6e4c31f
11671,Olu Fashanu,NYJ,OL,Active,,23,2,74,Penn State,,,e85b075a-5ca5-4ebe-b5d7-c14149b07ca5
11672,JC Latham,TEN,OL,Active,,23,2,55,Alabama,,,f610a744-8d29-4bc3-99d6-595aae0ace8f
11673,Joe Alt,LAC,OL,Active,,23,2,76,Notre Dame,,,653dd688-fe1e-4e05-81d9-487823177f2b
11674,Tyler Nubin,NYG,DB,Active,,25,2,27,Minnesota,,,be2b6a6f-0e18-4394-a681-d414a3a306b8
11675,Kool-Aid McKinstry,NO,DB,Active,,23,2,1,Alabama,,,db912dac-e488-4c39-806b-a10e990d6bf4
11676,Mike Sainristil,WAS,DB,Active,,25,2,0,Michigan,,,f20bc1dc-7243-4c87-8274-a6e311c21ef9
11677,Braden Fiske,LAR,DL,Active,,26,2,55,Florida State,,,905fb2a2-6fc0-4af5-9f3c-860956cd164b
11678,Cooper DeJean,PHI,DB,Active,Questionable,23,2,33,Iowa,,,f213bbc9-1294-4bce-84b0-3752e63ff363
11679,Chris Braswell,TB,LB,Active,,24,2,43,Alabama,,,5bd59487-cd06-4286-bc62-17cae182abf9
11680,Patrick Paul,MIA,OL,Active,,24,2,52,Houston,,,1c049a8d-42ba-480b-89dc-764477c6c3f2
11681,Kingsley Suamataia,KC,OL,Active,,23,2,76,BYU,,,6f3a80b4-9b7b-4429-aec1-bc508ef8e0e6
11682,Cole Bishop,BUF,DB,Active,,23,2,24,Utah,,,9098b52a-bc60-4a3d-9eaa-4611966a576e
11683,Jackson Powers-Johnson,LV,OL,Active,,23,2,58,Oregon,,,756376bf-35dd-41b8-8be4-ab7f1a6681a8
11684,Blake Fisher,HOU,OL,Active,,23,2,57,Notre Dame,,,b38af46f-8c06-42e1-952e-d992da83eaca
11685,Kamari Lassiter,HOU,DB,Active,,23,2,3,Georgia,,,b85f8a10-e1c2-4e5d-8aa5-08091feb1883
11686,Javon Bullard,GB,DB,Active,Questionable,23,2,7,Georgia,,,0bf54af0-cd8f-48ac-96b9-b742562a3e53
11687,Edgerrin Cooper,GB,LB,Active,,24,2,56,Texas A&M,,,5424462c-3f8e-4e2a-832d-c29916d395cb
11688,Kris Jenkins,CIN,DL,Active,,24,2,90,Michigan,,,ffb4ddbb-f7be-47e8-b5de-19c32d68fc49
11689,Ennis Rakestraw,DET,DB,Active,Questionable,24,2,2,Missouri,,,c4da8885-d3f7-4593-b325-3e3dc408d1b6
11690,Zach Frazier,PIT,OL,Active,,24,2,54,West Virginia,,,ab7a4eef-8591-448d-ad78-02b21a38504e
11691,T'Vondre Sweat,NYJ,DL,Active,,25,2,99,Texas,,,136f06ed-a718-4551-b1b2-feda889b9b98
11692,Mike Hall,CLE,DT,Active,,23,2,51,Ohio State,,,593fdfcf-8852-457e-bb9a-0411533eca32
11693,Max Melton,ARI,DB,Active,,24,2,16,Rutgers,,,5f3ab1fc-cdc0-499d-8cc2-36433b9ac7f6
11695,Ruke Orhorhoro,JAX,DT,Active,,24,2,99,Clemson,,,9f88e08f-2988-445e-bcc5-9dad063a9cda
11696,Roger Rosengarten,BAL,OL,Active,,24,2,70,Washington,,,6ced226c-387c-47d4-a4ce-cf4d583e9e65
11697,Renardo Green,SF,DB,Active,Questionable,25,2,0,Florida State,,,2b93704f-fab1-40b3-b13e-07d85303bb25
11698,Maason Smith,ATL,DT,Active,,23,2,92,LSU,,,32f98e05-a998-4e0c-8131-0e4b17cb7dd5
11699,Jer'Zhan Newton,WAS,DL,Active,Out,23,2,95,Illinois,,,9d373d6d-66f7-4ba9-9226-5d5e89a23a5e
11700,Dru Phillips,NYG,DB,Active,Questionable,24,2,22,Kentucky,,,3e7f9f29-7288-4963-b858-e284f051387a
11701,Junior Colson,LAC,LB,Active,,23,2,25,Michigan,,,9ceab470-1739-49d7-b605-f3906a63f7c7
11702,Brandon Coleman,WAS,OL,Active,,25,2,74,TCU,,,5f09acba-b99f-4669-a8ea-bf2a7a7bd0fe
11703,Jalyx Hunt,PHI,DE,Active,,25,2,58,Houston Christian,,,b779251c-3250-405f-ae4a-3cadbf6925d9
11704,Christian Haynes,SEA,OL,Active,,26,2,64,UConn,,,46f14c92-0b9a-45e6-b502-118b901cb3c4
11705,Tykee Smith,TB,DB,Active,,25,2,23,Georgia,,,1ebc26a2-8705-4db2-b177-1b5acc21b5fa
11706,DeWayne Carter,BUF,DT,Active,,25,2,90,Duke,,,f5f02301-7ec2-48ae-b67e-31fd01cc070b
11707,Kiran Amegadjie,CHI,OL,Active,,24,2,72,Yale,,,ef8a696d-2bdd-489f-8883-7b556900466a
11708,DJ Glaze,LV,OL,Active,,24,2,71,Maryland,,,faa31b4e-de40-4962-a64e-910626b4b43c
11709,Matt Goncalves,IND,OL,Active,,25,2,71,Pittsburgh,,,a3637af7-8c33-485c-9956-752a44ec8e1a
11710,Calen Bullock,HOU,DB,Active,,23,2,2,USC,,,f53fd561-f47b-4db2-8318-022246e447ae
11711,Caedan Wallace,MIA,OL,Active,,26,2,75,Penn State,,,e7e81103-5c90-4b85-98a4-34e6ac4b6e97
11712,Ty'Ron Hopper,GB,LB,Active,,25,2,59,Missouri,,,9fb2ac11-8c14-4039-9a3f-32d11343b73d
11713,McKinnley Jackson,CIN,DL,Active,Questionable,24,2,91,Texas A&M,,,00b1481f-e562-4727-9e2b-9ab3293f2748
11714,Jonah Elliss,DEN,DE,Active,,23,2,52,Utah,,,c33c2e37-fc99-4ab3-b609-d588c9141e9a
11715,Zak Zinter,CLE,OL,Active,,25,2,70,Michigan,,,d0f733ab-f18a-4095-b80e-bb698c6e1da4
11716,Tip Reiman,ARI,TE,Active,PUP,24,2,87,Illinois,,,44767e85-080f-4212-b2f2-cba160c81a9f
11717,Elijah Jones,ARI,DB,Active,,26,2,28,Boston College,,,6e1e18d1-3dab-4333-aa02-97354d316c6f
11718,Isaiah Adams,ARI,OL,Active,,26,2,74,Illinois,,,da31074f-8268-4f34-b0c6-0ffbfc2fb4ad
11719,Cooper Beebe,DAL,OL,Active,,25,2,56,Kansas State,,,1a66dfaa-0add-4c2c-a3b4-02c1ab5f56ee
11720,Marist Liufau,DAL,LB,Active,,25,2,35,Notre Dame,,,4fe58953-14da-43d0-8394-e960d0d47c46
11721,Bralen Trice,ATL,DE,Active,,25,2,48,Washington,,,1c5dddf1-b744-4019-b57b-4fc8a3798dee
